cape-fear,0.0991032
after-hours,0.0991032
the-color-of-money,0.0991032
my-voyage-to-italy,0.0991032
casino,0.0991032
shutter-island,0.0991032
the-wolf-of-wall-street,0.0991032
gangs-of-new-york,0.0991032
the-age-of-innocence,0.0991032
hugo,0.0991032
goodfellas,0.0991032
the-last-temptation-of-christ,0.0991032
shine-a-light,0.0991032
bringing-out-the-dead,0.0991032
the-departed,0.0991032
raging-bull,0.0991032
the-aviator,0.0991032
